,PCA1,PCA2,pickStatus,plateBarcode
0,4.09483806848867,-2.349073200170483,pick,H2M1
1,3.8143592312350063,-3.05449244729266,not_pick,H2M1
2,5.097583622711661,-2.9233732730069595,bad_pick,H2M1
3,1.9326075051599976,1.2560247585265725,not_pick,H2M1
4,2.494684670508768,-0.7338914044491569,not_pick,H2M1
5,-1.0211262285046956,2.445827552728883,pick,H2M1
6,0.4898202964489813,1.5272754551101666,pick,H2M1
7,0.9724327611449669,0.34573806776105864,not_pick,H2M1
8,1.4214286857200977,0.7111767496833665,not_pick,H2M1
9,5.361798312566307,-2.3276640478626494,bad_pick,H2M1
10,5.628672849952374,-2.852671040622478,bad_pick,H2M1
11,3.4498834034136263,3.3658120613764893,pick,H2M1
12,4.278741500047486,-3.1266582634989217,not_pick,H2M1
13,1.2432394403903702,0.22286442939630066,not_pick,H2M1
14,-2.88862773225387,-0.8285409441915601,not_pick,H2M1
15,-1.2533366078362582,-0.9455394911579189,pick,H2M1
16,-0.9232817966927774,3.6292998833325494,not_pick,H2M1
17,-2.980491466311646,-0.39146174637970954,not_pick,H2M1
18,-2.1177886966788453,1.86855376496197,not_pick,H2M1
19,-2.2596160181677654,-0.7382733331844347,not_pick,H2M1
20,-1.6393521181673076,-0.5704025925246926,not_pick,H2M1
21,-2.1874267700857017,-1.0354415697242807,not_pick,H2M1
22,1.3633826638412392,0.4712853427392247,not_pick,H2M1
23,1.8114890068431968,-0.6129610189020162,not_pick,H2M1
24,2.246192630431546,1.8994095554943808,pick,H2M1
25,1.2352763238749878,0.29201795745720865,not_pick,H2M1
26,2.186503967999563,3.39888328503043,not_pick,H2M1
27,1.0637271003847213,3.3349196992136494,bad_pick,H2M1
28,2.0913703417016096,1.7445264967413772,not_pick,H2M1
29,2.0916493801260883,-0.3000114635989143,not_pick,H2M1
30,1.3498501007446218,0.5758520993827139,not_pick,H2M1
31,3.5944739778431507,-0.49594117312283115,not_pick,H2M1
32,1.320401388087426,2.733712138632934,not_pick,H2M1
33,2.7602023705408003,-0.5704982402065613,not_pick,H2M1
34,1.4069178458226848,3.0825601264483193,pick,H2M1
35,0.031456318901051224,0.3541833280332275,not_pick,H2M1
36,-2.477682169892002,3.498481118682708,bad_pick,H2M1
37,-1.6946871059638227,0.6691167019213552,not_pick,H2M1
38,0.48661106904074736,-0.4856801427648076,not_pick,H2M1
39,3.7391618552493053,-0.3250315513158088,not_pick,H2M1
40,-1.9594337591344344,-0.6183606275435762,not_pick,H2M1
41,3.2638812026519206,4.343889377828432,not_pick,H2M1
42,0.8987390870184274,0.2556330880747246,not_pick,H2M1
43,-2.399059167404819,-0.11947212600192646,not_pick,H2M1
44,-1.7659557010581852,-0.3287173841549917,not_pick,H2M1
45,-1.6853434974356623,-0.9000455205098076,not_pick,H2M1
46,-2.182559009028332,-0.5371887344121272,not_pick,H2M1
47,0.1819004597329278,1.72271650069717,not_pick,H2M1
48,5.237830637536472,-2.98088604181436,pick,H2M1
49,-0.5294223759157274,1.1371112272160135,not_pick,H2M1
50,-0.7022980808662409,0.4445762810357487,pick,H2M1
51,1.6577166279604505,-1.099022540555833,not_pick,H2M1
52,-1.8932053580748767,-0.4079444251638128,not_pick,H2M1
53,5.75929039748298,-1.2726130314850468,bad_pick,H2M1
54,1.4169271441870241,-0.44104470031013043,not_pick,H2M1
55,0.17735110850335958,-0.5104233583958037,not_pick,H2M1
56,-1.4730868207631331,-0.24799225350136495,not_pick,H2M1
57,-2.0946896969824516,0.9891258691106366,not_pick,H2M1
58,-2.591312001766259,-0.12322963250755475,not_pick,H2M1
59,7.680369311561354,-2.1454640727395673,bad_pick,H2M1
60,-3.1020584813048324,-0.5225294761759396,not_pick,H2M1
61,-2.1015107724248088,0.7852747641277242,not_pick,H2M1
62,-1.3395637993261353,-0.390680249607615,not_pick,H2M1
63,-3.058856689610078,-0.2728228718635722,not_pick,H2M1
64,-2.79848098046064,-0.20106024217811502,not_pick,H2M1
65,0.11256137537188952,0.43201619450520307,not_pick,H2M1
66,6.659084188395363,-0.12212758209417678,bad_pick,H2M1
67,-0.7430920786849964,-0.057156112511848385,not_pick,H2M1
68,-3.8823546542419485,-0.5523984773154713,not_pick,H2M1
69,5.184545294171285,-2.731422372802113,bad_pick,H2M1
70,4.297431323471959,-2.943283111563317,not_pick,H2M1
71,-4.356134935296778,-0.5915319851602618,pick,H2M1
72,-4.364576889023806,-0.864793151682001,not_pick,H2M1
73,-2.1279872982681156,-0.9619495043955704,not_pick,H2M1
74,-4.104622963501617,-0.3684496280501658,not_pick,H2M1
75,-5.214293911766314,-2.8443536673057728,pick,H2M1
76,1.4127871358725927,-1.2376705504766627,not_pick,H2M1
77,-4.776249857925071,0.6827222728279889,bad_pick,H2M1
78,6.0888655921479105,-1.6287576832206947,bad_pick,H2M1
79,-3.4305408218154483,0.25951246784360316,pick,H2M1
80,-0.10847600361045558,1.5269396574823535,not_pick,H2M1
81,-4.870606605211825,-1.412389176840135,not_pick,H2M1
82,-4.985583077349028,-1.4296438093751382,not_pick,H2M1
83,-2.0828956980741617,-0.6158692580959093,not_pick,H2M1
84,4.6277033330373785,-2.26147111798609,not_pick,H2M3
85,3.2299967802057394,-3.1521685994414863,pick,H2M3
86,3.26641420566914,-1.3798625784689642,pick,H2M3
87,-1.3152983743194446,1.7746999293060974,not_pick,H2M3
88,0.05030603052596772,-1.3217636579312038,not_pick,H2M3
89,-3.670730132505899,-0.6862477356016996,not_pick,H2M3
90,2.213031097800008,4.127982307775676,not_pick,H2M3
91,-3.168599488769267,-1.1487926961522592,not_pick,H2M3
92,-3.369673848815222,-0.43723959475106927,not_pick,H2M3
93,1.9294693941444259,2.006630577541527,not_pick,H2M3
94,-1.0146691095604903,1.7670575862327693,not_pick,H2M3
95,-3.945388806738879,-0.6072999033301951,not_pick,H2M3
96,-3.4582989102848303,2.2651431334142442,pick,H2M3
97,-2.753617687150235,-1.0416549434924143,not_pick,H2M3
98,-2.6264752606766373,-0.8995117510350026,not_pick,H2M3
99,-2.6064305168018196,-1.859600745726447,not_pick,H2M3
100,1.1079159167265946,-1.0098866496621424,not_pick,H2M3
101,-2.510246191474404,-0.6568949216173273,not_pick,H2M3
102,-1.5726470389465683,-1.0786250172340286,not_pick,H2M3
103,-1.924601484530703,-1.085030648116629,not_pick,H2M3
104,4.027600338498668,2.2113552931431366,pick,H2M3
105,-1.235405427385847,-0.7379074899905973,not_pick,H2M3
106,3.772848271147295,-0.2235456587003916,not_pick,H2M3
107,1.533069799326391,-0.36860675757899236,not_pick,H2M3
108,-3.0672373618544264,-0.6940698763361182,not_pick,H2M3
109,0.8866737507942799,1.7793712355144622,not_pick,H2M3
110,-2.280185102407993,-0.4962919873685046,not_pick,H2M3
111,-2.772029494052893,-2.1105847984227295,not_pick,H2M3
112,-1.2519800989683214,0.11616554692398579,not_pick,H2M3
113,0.3369195903002414,-0.2138863261192832,not_pick,H2M3
114,-3.9175365031757083,-1.7512980407572378,pick,H2M3
115,1.4484684472267912,0.9051206084642379,pick,H2M3
116,-0.016483587538651187,1.8743582162799106,not_pick,H2M3
117,0.9893912173199574,0.13027474514124537,not_pick,H2M3
118,0.45721542048223757,-0.5199343557582392,not_pick,H2M3
119,-2.5695057341133407,-0.6144094116727152,not_pick,H2M3
120,-3.875744724060395,-1.0192776709568885,not_pick,H2M3
121,-2.6149144691816666,-0.5810136313066306,not_pick,H2M3
122,-1.8227160025392857,-0.5111075813210357,not_pick,H2M3
123,1.2130879114706732,0.7703287338825753,not_pick,H2M3
124,-2.2926228809277935,-0.8361983838845524,not_pick,H2M3
125,-2.5283903917853445,-1.0279005410363429,not_pick,H2M3
126,1.1947704768654057,-0.005048488976053179,not_pick,H2M3
127,-2.1905885852933875,-0.6381588225454784,not_pick,H2M3
128,-0.31581496170193674,3.4706830837780167,not_pick,H2M3
129,-2.07595582984843,0.9837279265708075,not_pick,H2M3
130,1.2232070128318462,-0.48387904496829937,not_pick,H2M3
131,-1.583565914410961,-0.5431337698703944,not_pick,H2M3
132,-2.2122053793150176,-0.36380341703116376,not_pick,H2M3
133,0.24909434398869068,-1.1968843095508501,not_pick,H2M3
134,-2.4164525124609804,-0.4160710365785384,not_pick,H2M3
135,1.2728710709599558,-0.040562354969070444,not_pick,H2M3
136,3.6608041896486836,-1.3684532659103228,bad_pick,H2M3
137,-2.1881351983519446,-1.1968335397451884,not_pick,H2M3
138,0.6558285251705023,-0.329262973417789,not_pick,H2M3
139,2.362373995131253,1.3386518529257059,not_pick,H2M3
140,-0.039315387352713414,3.0443781892434503,not_pick,H2M3
141,5.024935745724206,0.8656257410110204,pick,H2M3
142,5.3276130759357585,0.15571956140680562,not_pick,H2M3
143,2.2476318203671726,2.1617163895773586,not_pick,H2M3
144,2.90263724426288,-0.2839158383309988,pick,H2M3
145,1.9006720817735032,-0.07235933501220683,not_pick,H2M3
146,-0.6235748131996645,-0.09739652841212706,not_pick,H2M3
147,-0.8397105196103513,-0.7210438532278742,not_pick,H2M3
148,1.9844887787211256,1.1781734190920976,not_pick,H2M3
149,1.3567779219635216,4.647673094555436,not_pick,H2M3
150,1.9365650729970803,-0.6074037142809863,not_pick,H2M3
151,-0.21876438032646212,3.0390533209054533,not_pick,H2M3
152,-0.12325343480900244,2.635999184296942,not_pick,H2M3
153,0.9321038368199539,0.5275428861696044,not_pick,H2M3
154,-2.1273292858951236,-0.9072170025802905,not_pick,H2M3
155,2.7311567418233595,4.128892600153733,not_pick,H2M3
156,0.0012071981653537236,3.214848727920966,not_pick,H2M3
157,2.3126297336967037,-0.6417601715607607,not_pick,H2M3
158,0.09340794869547653,1.12523278584447,not_pick,H2M3
159,6.297249430926454,-0.345538222296055,bad_pick,H2M3
160,1.163739259176004,-0.6687114512255117,not_pick,H2M3
161,1.1983467519235176,0.13634027508468582,not_pick,H2M3
162,1.0933727335660663,-1.0175541145693079,not_pick,H2M3
163,-1.9704728495789081,0.33876458685863897,not_pick,H2M3
164,4.333667912158692,1.2779230623247881,not_pick,H2M3
165,4.2069644211994985,3.64087898520754,pick,H2M3
166,-2.175619938902433,-0.35449140921631034,not_pick,H2M3
167,-2.2518315289274833,0.950393552420923,not_pick,H2M3
168,2.2763074388948277,4.613286716497044,pick,H2M3
169,1.3905743348296506,2.0301853610336074,not_pick,H2M3
170,5.101853182349784,-2.9913978290517864,bad_pick,H2M3
171,3.464189497778552,-2.525769602764056,not_pick,H2M3
172,-4.527348414770426,-0.7807007603631697,not_pick,H2M3
173,-4.051370031060753,-0.9393524863916617,not_pick,H2M3
174,-3.616781525484582,2.664698701947113,not_pick,H2M3
175,-2.0030934871856325,2.210122532691898,not_pick,H2M3
176,-4.470763256676536,-1.1562136826591332,not_pick,H2M3
177,-0.05898363864588552,0.2560246388374757,not_pick,H2M3
178,-2.9315692652038963,-0.4293581431884416,not_pick,H2M3
179,-0.8560679242292469,-1.4056489546923085,not_pick,H2M3
180,-1.8149852956452794,-0.44750079502039525,not_pick,H2M3
181,-1.674139824044551,-0.5430732765886781,not_pick,H2M3
182,-0.32318786603702343,1.8080842967232689,not_pick,H2M3
183,-1.4457405670949517,0.15870313073970227,not_pick,H2M3
184,-0.399633418750712,2.4127364945932617,not_pick,H2M3
185,-3.52828014287123,-1.400733748389694,not_pick,H2M3
186,3.6396169232637563,-2.5422012595660375,not_pick,H2M2
187,4.668085223718436,-1.0548823157878335,bad_pick,H2M2
188,3.8002740639663415,-0.37498997129141615,not_pick,H2M2
189,-5.146043470849699,-2.259300412552438,not_pick,H2M2
190,-3.544483560589184,-1.60457303432684,not_pick,H2M2
191,-0.6397688477888125,0.8408279610603342,not_pick,H2M2
192,-0.23464965732773777,-0.6253234335682304,not_pick,H2M2
193,0.4987153407251391,1.386941264640171,not_pick,H2M2
194,-0.5880231006511442,4.248174429406417,pick,H2M2
195,-1.4581407877989854,2.7259997455450216,not_pick,H2M2
196,0.8281160402883178,-0.06725323129384989,not_pick,H2M2
197,-3.60233008732574,-0.8296027825374098,not_pick,H2M2
198,-3.3464273336230743,-1.029380656451082,not_pick,H2M2
199,-0.4256115016711642,1.5462974793757867,not_pick,H2M2
200,-3.0494856258989906,-1.0775723126601509,not_pick,H2M2
201,-0.4525915226083125,0.08583030829611739,not_pick,H2M2
202,-2.8227837559396844,-0.784655589941543,not_pick,H2M2
203,-2.977303988458623,-0.9560090210578839,not_pick,H2M2
204,0.8082376248899982,-0.9879517068319732,not_pick,H2M2
205,0.9493386893447013,0.031087043701327744,not_pick,H2M2
206,4.391368429670426,-2.9404157678400398,not_pick,H2M2
207,-3.7659586030929533,-0.7998723591569165,not_pick,H2M2
208,2.007733057475106,-2.150461263349276,pick,H2M2
209,-3.8441189386622097,-0.41062773293089067,not_pick,H2M2
210,-3.3672317260002798,-0.815233589522095,not_pick,H2M2
211,5.838308083416129,-1.7176134831154368,pick,H2M2
212,0.6333444754630025,-0.23228907376639865,not_pick,H2M2
213,2.475685672305167,-0.7126818670985784,not_pick,H2M2
214,-0.1476458133911655,3.2516994292310955,not_pick,H2M2
215,5.512571644192666,-4.112089323796812,bad_pick,H2M2
216,-0.7119423134532602,-0.3259969560482486,not_pick,H2M2
217,-0.006872811265333537,-1.251594724601794,not_pick,H2M2
218,1.3547657442922965,-0.3205032098533722,not_pick,H2M2
219,0.04629207253857288,1.6147395057708611,not_pick,H2M2
220,-1.5303477480047611,2.232952204427542,not_pick,H2M2
221,-0.04578017167680313,-1.6519340828182363,pick,H2M2
222,-2.81844329152657,-0.6817622231157935,not_pick,H2M2
223,-1.12473095919157,3.1417159880597683,not_pick,H2M2
224,-1.4117220970852753,-0.8126896198296997,not_pick,H2M2
225,4.045670627038303,3.8471953539432726,bad_pick,H2M2
226,3.8343346677218992,1.5261038972307082,not_pick,H2M2
227,-3.6132863303227527,-0.23882355572806369,not_pick,H2M2
228,-2.7517111127119476,-0.7710353074252398,not_pick,H2M2
229,0.5416357169813278,-0.3572966966725,not_pick,H2M2
230,0.05113828818486656,1.7854575584498287,not_pick,H2M2
231,-2.363454000351628,-0.2964420996824037,not_pick,H2M2
232,-3.610027240998815,-0.6616590027805223,not_pick,H2M2
233,1.1532109558031112,-0.26407365294000407,pick,H2M2
234,0.9198397358497425,-0.6187923028548447,not_pick,H2M2
235,-3.2357372722566606,-0.5049185693746461,not_pick,H2M2
236,0.148757903030302,-0.09605846503184982,not_pick,H2M2
237,4.4075502460374665,-0.18393243437445364,bad_pick,H2M2
238,5.175516232914081,0.775097188184997,bad_pick,H2M2
239,1.080670835768027,-0.0983436742808412,not_pick,H2M2
240,4.5819139665467805,-2.9347694215094817,not_pick,H2M2
241,-0.5394488083755443,-0.1884678088079596,not_pick,H2M2
242,3.0178066245271267,3.7472729555391506,not_pick,H2M2
243,-1.1789887738486038,-0.8511110300862725,not_pick,H2M2
244,-1.2235828572851535,0.08437952190381041,not_pick,H2M2
245,0.8133201054958397,5.419492210355129,pick,H2M2
246,5.1129807219174594,-0.5513955033507026,not_pick,H2M2
247,0.8429207622650164,0.17095726850556223,not_pick,H2M2
248,-0.5633496237196515,3.1621800414817947,not_pick,H2M2
249,-0.8438651422759098,1.1771291404944664,not_pick,H2M2
250,-1.6826552855386046,-0.5201462600232143,not_pick,H2M2
251,1.2650958065290103,-0.42634724551287634,not_pick,H2M2
252,1.988857464161471,1.9587789759578802,not_pick,H2M2
253,1.627375922651508,1.8083340896296358,not_pick,H2M2
254,4.89267289446321,-2.980486507397633,bad_pick,H2M2
255,1.3837816074769884,0.721557412558903,not_pick,H2M2
256,5.485045229019623,-1.5457027447107885,bad_pick,H2M2
257,1.5544518713737505,-0.48032348777242445,not_pick,H2M2
258,-1.299068686061683,-0.8144045022749115,not_pick,H2M2
259,-2.70338695402506,-0.11905922783195623,not_pick,H2M2
260,1.0335226006436373,0.0014593547214582592,not_pick,H2M2
261,1.9643214219561573,0.41782406994286575,not_pick,H2M2
262,-1.3962826725049473,-1.0726294289745013,not_pick,H2M2
263,4.3807203109238495,-3.089165468384871,not_pick,H2M2
264,-2.16283883340532,-0.7967590139134058,not_pick,H2M2
265,-2.228062382402725,-1.2053646818566404,not_pick,H2M2
266,0.6099989184450442,0.38493777980393173,not_pick,H2M2
267,2.550618304905989,-0.5372999580715961,not_pick,H2M2
268,0.8895145971991625,1.1324377527315326,not_pick,H2M2
269,-2.6664029609362,-0.4698743443316304,not_pick,H2M2
270,-0.16221584226287952,-1.0437859465044064,not_pick,H2M2
271,0.8784107151668894,4.796447017468649,not_pick,H2M2
272,-3.76182215462707,-1.4904625666176965,not_pick,H2M2
273,3.698455652797201,-2.610196178251306,not_pick,H2M2
274,-4.050301983383324,-0.7952692290327263,not_pick,H2M2
275,-5.5060552077787,-1.490071303323447,pick,H2M2
276,-2.699543563496229,-1.083906667083736,pick,H2M2
277,0.4145102042965942,0.5637308217928814,not_pick,H2M2
278,-2.0843616537120186,-0.9188960702124329,not_pick,H2M2
279,-2.0540029345919915,1.3256653992615264,pick,H2M2
280,-2.9789600897470856,-1.1398491958255328,not_pick,H2M2
281,-3.875904706723467,-1.2811877099786162,not_pick,H2M2
282,-3.610653966692576,-0.49949088867696245,not_pick,H2M2
283,-3.910988794276179,-0.6176395083201837,not_pick,H2M2
284,1.202533152170599,1.3957652725729108,not_pick,H2M2
285,4.771055139574224,-0.4244777701670867,pick,H2M2
286,-1.363691536383571,-0.49030133026560846,not_pick,H2M2
287,0.7408674400155174,-0.970162643625908,not_pick,H2M2
